,Mining_Time,Validation_Time,Iter_Total_Time,Iter_Total_Time_Per_Miner,Trial_Total_Time,Trial_Total_Time_Per_Miner
0,2.3647732734680176,5.071693658828735,7.436466932296753,2.4788223107655845,7.436466932296753,2.4788223107655845
