Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,13.359218120574951,1,2,1,0,64,5
1,14.972275495529175,1,3,2,0,64,5
2,12.296435356140137,1,4,3,0,64,5
3,12.88090968132019,2,5,4,0,64,5
4,13.278227090835571,2,5,4,0,64,5
5,14.308398723602295,1,6,5,0,64,5
6,12.876455068588257,2,7,6,0,64,5
7,14.830862998962402,2,7,6,0,64,5
8,12.246973752975464,3,8,7,0,64,5
9,12.778076171875,2,8,7,0,64,5
10,12.363905668258667,2,9,8,0,64,5
