,Mining_Time,Validation_Time,Iter_Total_Time,Iter_Total_Time_Per_Miner,Trial_Total_Time,Trial_Total_Time_Per_Miner
0,3.3247690200805664,10.034449100494385,13.359218120574951,2.6718436241149903,13.359218120574951,2.6718436241149903
1,2.5541388988494873,12.418136596679688,14.972275495529175,2.994455099105835,28.331493616104126,5.666298723220825
2,2.428563117980957,9.86787223815918,12.296435356140137,2.4592870712280273,40.62792897224426,8.125585794448853
3,2.3648264408111572,10.516083240509033,12.88090968132019,2.576181936264038,53.50883865356445,10.701767730712891
4,2.549525260925293,10.728701829910278,13.278227090835571,2.655645418167114,66.78706574440002,13.357413148880005
5,2.9489476680755615,11.359451055526733,14.308398723602295,2.861679744720459,81.09546446800232,16.219092893600465
6,3.208303213119507,9.66815185546875,12.876455068588257,2.5752910137176515,93.97191953659058,18.794383907318114
7,2.3221075534820557,12.508755445480347,14.830862998962402,2.9661725997924804,108.80278253555298,21.760556507110596
8,2.5544159412384033,9.69255781173706,12.246973752975464,2.4493947505950926,121.04975628852844,24.20995125770569
9,2.6398234367370605,10.13825273513794,12.778076171875,2.555615234375,133.82783246040344,26.765566492080687
10,2.3727612495422363,9.99114441871643,12.363905668258667,2.4727811336517336,146.1917381286621,29.238347625732423
