Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,12.727094888687134,1,2,1,0,64,5
1,12.58425760269165,1,3,2,0,64,5
2,11.989190578460693,2,4,3,0,64,5
