,Mining_Time,Validation_Time,Iter_Total_Time,Iter_Total_Time_Per_Miner,Trial_Total_Time,Trial_Total_Time_Per_Miner
0,2.3388214111328125,5.582377672195435,7.921199083328247,2.640399694442749,7.921199083328247,2.640399694442749
