Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,15.787163496017456,1,2,1,0,64,6
1,15.741389274597168,1,3,2,0,64,6
2,15.0436851978302,1,4,3,0,64,6
3,14.350390195846558,2,5,4,0,64,6
4,17.618210792541504,3,5,4,0,64,6
