Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,12.705825805664062,2,2,1,0,64,5
1,13.489235162734985,2,3,2,0,64,5
2,13.342180252075195,1,4,3,0,64,5
3,12.740554571151733,1,5,4,0,64,5
