Block Number,Block Hash,Validation,Chip ID,Problem ID,Strongest Block Hash,Chain Length
1,13f3c7eeeda7b237deb2aa6b971db0618061b9c9267d7243bdd557d5536ace57,pass,Advantage_system4.1,4f384de0-be9f-49bb-adec-54e375a29a68,d28e7a11637e09a43562f84590f088adf7440d7287163793d400f333bc716862,1
2,0357af805d1b2af514d466239f44fe34aa14de0ebf1a76866e08974fa1358dc4,pass,Advantage_system4.1,a325fc22-651d-44a1-ba5c-dd159e003575,13f3c7eeeda7b237deb2aa6b971db0618061b9c9267d7243bdd557d5536ace57,2
3,906af8764d6989bc3f7c80f99b0f0ee29b0edf37ca8b59dd7440098f5d4a45b8,pass,Advantage_system4.1,1c4a0c3c-8364-471a-a58e-d6e660f1c2f5,0357af805d1b2af514d466239f44fe34aa14de0ebf1a76866e08974fa1358dc4,3
4,cc2d82e692fabb4b16dbae842468582202d8f7963e02f85dc018041a98cea59e,pass,Advantage_system4.1,b5f8051a-36fa-4bfd-ac8b-70233632f10b,906af8764d6989bc3f7c80f99b0f0ee29b0edf37ca8b59dd7440098f5d4a45b8,4
5,11a08e668ae733795986d4497b84515546268da8eaa6279b1761747c50ac0c23,pass,Advantage_system4.1,70ef238d-a8da-4103-884f-2e6c306bae10,906af8764d6989bc3f7c80f99b0f0ee29b0edf37ca8b59dd7440098f5d4a45b8,4
6,b783201d0e93c81a9537676754318c0806655f2293400a423a1a9e8fea8852c2,pass,Advantage_system4.1,82c132d0-0f41-44e0-a7bd-7299f898e762,11a08e668ae733795986d4497b84515546268da8eaa6279b1761747c50ac0c23,5
7,efeecc2b2cd0121ee395f9093c9c3949c9c04983ff589d2ede7a17ff8d3a5011,pass,Advantage_system4.1,4112be6e-312d-4ac8-87a2-5a4015214e3c,b783201d0e93c81a9537676754318c0806655f2293400a423a1a9e8fea8852c2,6
8,e822edd3d5add3717d0ca237f067136029993ab579242989c2c32a4817912975,pass,Advantage_system4.1,6e844d31-2bd4-43f9-9480-077f6a18746b,efeecc2b2cd0121ee395f9093c9c3949c9c04983ff589d2ede7a17ff8d3a5011,7
9,a5d5f4264110a660020864521ba150193d38a8614e5f2852271197f7ed93f5ee,pass,Advantage_system4.1,89c04389-8945-4841-9c30-5e3a6a2328a4,e822edd3d5add3717d0ca237f067136029993ab579242989c2c32a4817912975,8
10,0f34375f14faa90bb4373d01f9f2bd295d2bfa2c71ff93b42e221335e04f6d17,pass,Advantage_system4.1,030ead1e-6cac-4b52-a2d4-c8ed6d41ad2f,a5d5f4264110a660020864521ba150193d38a8614e5f2852271197f7ed93f5ee,9
11,c5745c4b4e8cd99dcaa400113b1fd5e803ceda19770d89a1715e968d906a7699,pass,Advantage_system4.1,d2245044-6414-4ea8-88bf-fcf6f4adc802,0f34375f14faa90bb4373d01f9f2bd295d2bfa2c71ff93b42e221335e04f6d17,10
12,4d563a23dadc1a17d96581b0562dff3a6fabee3e157ab053bc8791b8ea0907e7,pass,Advantage_system4.1,1e32cbf1-a2c5-4a76-873f-4cdbe35fe644,c5745c4b4e8cd99dcaa400113b1fd5e803ceda19770d89a1715e968d906a7699,11
