Block Number,Block Hash,Validation,Chip ID,Problem ID,Strongest Block Hash,Chain Length
1,4159855a4e93435123a7fa39ecc73179851819fadb9c6f44ff3d147f684951da,pass,Advantage_system4.1,fc04247e-df6c-40d6-94a9-3169b87e4e79,ab505000ff1f935a1e3c384eb60124615f37c6233f830442078afa93ae2edc32,1
2,009aaa25a61ed94dd0b5f19bca2596e0481b781fbdf8ea64ab5cbe1bf8b34253,pass,Advantage_system4.1,c764cd46-cfca-40af-a213-8f77755f42e9,4159855a4e93435123a7fa39ecc73179851819fadb9c6f44ff3d147f684951da,2
3,96dd45e12fc127735f056451fc6a5feb9d8cac200d460b1f6375cf3dc1826428,pass,Advantage_system4.1,fa609a7f-7235-4a48-b1f5-401c38686a18,009aaa25a61ed94dd0b5f19bca2596e0481b781fbdf8ea64ab5cbe1bf8b34253,3
4,c2ee913bc020e65fdad0adeff8970e8078175c2fe2c69ba714a2abf872c31a82,miner,Advantage_system4.1,379c579e-b241-4bfd-9781-865e3cce4b22,96dd45e12fc127735f056451fc6a5feb9d8cac200d460b1f6375cf3dc1826428,4
5,6422f8eb304bfc2fc646cc3ce6ce55b52a732951197ce2d36ba5c4332d86befa,pass,Advantage_system4.1,00a3aa87-ba57-4c8b-92a3-0295248ef03a,c2ee913bc020e65fdad0adeff8970e8078175c2fe2c69ba714a2abf872c31a82,5
6,14e37c921a2afd106cbcc2b6031fc10a4e657d055bdc5d8842f0572a14007022,pass,Advantage_system4.1,2a34d191-33da-4404-b526-0c001d71e285,6422f8eb304bfc2fc646cc3ce6ce55b52a732951197ce2d36ba5c4332d86befa,6
7,cafa728ab3eab2bd3827cb95718c6c5762bc23a92d978d9ec46ef650403b4512,pass,Advantage_system4.1,b860f9a6-2941-4106-bbda-bd678b46f571,6422f8eb304bfc2fc646cc3ce6ce55b52a732951197ce2d36ba5c4332d86befa,6
8,b774e2ac692404a57ca8bf1786ddbdbbc37d687793cba735a156dbf4714fc820,pass,Advantage_system4.1,d986cf25-f5ff-4acf-9454-4f50d25e2d00,6422f8eb304bfc2fc646cc3ce6ce55b52a732951197ce2d36ba5c4332d86befa,6
9,d421bf60275ccf711dc74380c80577e1c19a818813c21f4821e4ac1f69c8595e,pass,Advantage_system4.1,97a083c4-3608-4a8a-a160-45ca4f7bce7f,b774e2ac692404a57ca8bf1786ddbdbbc37d687793cba735a156dbf4714fc820,7
10,83e1f7057515080dc774a7709dddf01bd3bc8ffd08d0b923545e6a03f3cf6f88,pass,Advantage_system4.1,2d518af0-e35f-4918-9a73-e786112e4deb,d421bf60275ccf711dc74380c80577e1c19a818813c21f4821e4ac1f69c8595e,8
