Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,8.109247922897339,1,2,1,0,64,3
1,7.829667091369629,1,3,2,0,64,3
2,7.870964288711548,2,4,3,0,64,3
3,7.887878894805908,2,5,4,0,64,3
4,8.107688903808594,1,6,5,0,64,3
