Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,17.456692934036255,2,2,1,0,64,7
1,17.244659662246704,3,3,2,0,64,7
2,18.207338333129883,3,3,2,0,64,7
3,18.19180130958557,1,4,3,0,64,7
