Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,14.13094186782837,1,2,1,0,64,5
1,14.862270832061768,1,3,2,0,64,5
2,13.97570514678955,1,4,3,0,64,5
3,14.311245441436768,2,5,4,0,64,5
4,14.920145988464355,2,5,4,0,64,5
5,14.068661451339722,1,6,5,0,64,5
6,14.072493553161621,1,7,6,0,64,5
