Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,13.366477489471436,2,2,1,0,64,5
1,13.224580764770508,3,3,2,0,64,5
2,12.810591220855713,3,3,1,0,64,5
3,12.93466329574585,3,4,3,0,64,5
4,12.963255643844604,3,4,2,0,64,5
5,14.57866358757019,3,5,4,0,64,5
6,12.678014278411865,3,6,5,0,64,5
