Block Number,Block Hash,Validation,Chip ID,Problem ID,Strongest Block Hash,Chain Length
1,b00719f2598cd35fb98886bbe2d25238c3b74a8bf5c751d5a1ea44f29e865538,miner,Advantage_system4.1,1db1c155-3626-4e71-b68f-cab349a627cf,3cde710a688febd151adb24b63e87425454042fe141d6b24e7231836534c2acf,1
2,21df2685c10f6d2589c96482f55e360cdea21cbce331755db0880e25b1bc8c77,pass,Advantage_system4.1,5ab10971-f1b3-4519-89e4-53b87028984c,b00719f2598cd35fb98886bbe2d25238c3b74a8bf5c751d5a1ea44f29e865538,2
3,045bd27da9e873cdab71212376715bc2be302ac9fea16150fb287d17de972ad0,miner,Advantage_system4.1,1d8192bd-18cd-4976-b428-0144753aa11e,21df2685c10f6d2589c96482f55e360cdea21cbce331755db0880e25b1bc8c77,3
4,1cf17307912cc188674db2936f563e10ad591325f8c13a43b9726d1cc591a53a,pass,Advantage_system4.1,b3263a5e-284a-4324-aa77-716b7de37110,045bd27da9e873cdab71212376715bc2be302ac9fea16150fb287d17de972ad0,4
5,ed8c59d96c1770d4570003de025f91ab41814515afd9f3a2de310ba340e3151f,pass,Advantage_system4.1,b35d9e7d-c851-4c98-b210-c095955474c9,1cf17307912cc188674db2936f563e10ad591325f8c13a43b9726d1cc591a53a,5
6,2604defd57bfa977421f55cca2d1aba098700e771bee03c91e635254bb1f77f6,pass,Advantage_system4.1,579d7895-175a-4411-8d47-30b639ab2b56,ed8c59d96c1770d4570003de025f91ab41814515afd9f3a2de310ba340e3151f,6
7,02a71a2dc4f48a7cd55ba8dc6bf1f5e67d73bb29a050948d66e2bd6a7650bb10,pass,Advantage_system4.1,41f8ac6c-c9c4-40c4-81e8-d189a4d0a123,2604defd57bfa977421f55cca2d1aba098700e771bee03c91e635254bb1f77f6,7
8,3aae9e6ee2fda857f2faa3bc40abddd34752ef55ce538694848fea7b27a5ed35,pass,Advantage_system4.1,accbea46-8424-4824-940a-41b2cab51cbd,02a71a2dc4f48a7cd55ba8dc6bf1f5e67d73bb29a050948d66e2bd6a7650bb10,8
9,354a19f821fabd54a1b8c248df01f831e0162ad8c3c6761d39f5a82acc3d8342,pass,Advantage_system4.1,7715228e-0d69-41c8-b133-76fba4e22713,3aae9e6ee2fda857f2faa3bc40abddd34752ef55ce538694848fea7b27a5ed35,9
10,04f6b2abbdfccad3ecbdde1c54987388f9cd34147ec77f0beddd663c24da9272,miner,Advantage_system4.1,e474697a-fcb3-4792-9213-6ac0a329e39a,354a19f821fabd54a1b8c248df01f831e0162ad8c3c6761d39f5a82acc3d8342,10
11,0bd49ed96b2a496c470be203be0b8d2ea8dfc13abdad6d5e7aa96ce489ae34fd,pass,Advantage_system4.1,3d3547c6-50b1-40fa-95ed-1e48bebb3a5a,04f6b2abbdfccad3ecbdde1c54987388f9cd34147ec77f0beddd663c24da9272,11
12,7aa81ab059caef33099663ec1422f8df496db5a657cf9982bf9674f2c9c467c4,pass,Advantage_system4.1,3f801e6c-57f4-47c3-b863-71a92f6b7536,0bd49ed96b2a496c470be203be0b8d2ea8dfc13abdad6d5e7aa96ce489ae34fd,12
13,9e39138d724261897285d432e2b36b2aae490209870f73028ebf556f803ce134,pass,Advantage_system4.1,411e2a2b-c04a-4952-a87a-93ed932da326,7aa81ab059caef33099663ec1422f8df496db5a657cf9982bf9674f2c9c467c4,13
14,1d0db9b6f12325bed761265d03a52d57af40a97388fdc9e026b082149017ee47,pass,Advantage_system4.1,f5af8cd3-58e0-485d-9159-92a3dfa8d4e0,9e39138d724261897285d432e2b36b2aae490209870f73028ebf556f803ce134,14
