Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,16.85473084449768,1,2,1,0,64,5
1,15.457201719284058,1,3,2,0,64,5
2,14.692373037338257,1,4,3,0,64,5
3,14.370204448699951,1,5,4,0,64,5
4,14.440388202667236,1,6,5,0,64,5
5,13.801891565322876,2,7,6,0,64,5
