Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,18.395633220672607,1,2,1,0,64,7
1,17.68509006500244,2,3,2,0,64,7
2,19.11432719230652,2,3,2,0,64,7
3,18.221925258636475,3,4,3,0,64,7
4,17.933966159820557,3,5,4,0,64,7
5,17.884434461593628,3,5,3,0,64,7
6,17.871894598007202,3,5,4,0,64,7
7,17.78313684463501,4,6,5,0,64,7
