Block Number,Block Hash,Validation,Chip ID,Problem ID,Strongest Block Hash,Chain Length
1,c07400648560f676c2291cb7b7495d0985b4d43a397592356a42772a5c2f6eae,pass,Advantage_system4.1,09788e66-3ef2-4e04-937d-6d7f37a8a570,a16494786dc2b0bac82a0b8fc567a281d693921605139b7118fb7fbc97630d2b,1
2,63aa516f8e912d2a539abf7e26e40cb917fbafbcd5d91f7bad797952f0faf33f,pass,Advantage_system4.1,39411912-5d60-4770-95bf-d42f611a9add,c07400648560f676c2291cb7b7495d0985b4d43a397592356a42772a5c2f6eae,2
3,962ebeb0664fbf99e840045dfe47855f268ebe60b43b62fe93da86cf78879a66,pass,Advantage_system4.1,93ccb8fb-c564-4997-aed0-390994e7c92a,c07400648560f676c2291cb7b7495d0985b4d43a397592356a42772a5c2f6eae,2
4,c0343739aab8af01617f85b920c4c6c98b96372e53e99d2018e39be8398d1a2c,pass,Advantage_system4.1,55a1edfc-a75b-4520-8882-cab8b5307909,962ebeb0664fbf99e840045dfe47855f268ebe60b43b62fe93da86cf78879a66,3
5,194affe4b3d372bb66448b7202146586c7759f475c1900838376da1d4a4ee486,pass,Advantage_system4.1,4bbbbf77-f19f-4696-812e-2451033076a9,962ebeb0664fbf99e840045dfe47855f268ebe60b43b62fe93da86cf78879a66,3
6,0bcd1fad83d7fcc1e3757b31d9bd995ba703bb6dbe653d82daed961419b63d35,miner,Advantage_system4.1,d96e0860-9a81-4916-b8f5-c7d30ddb3f86,194affe4b3d372bb66448b7202146586c7759f475c1900838376da1d4a4ee486,4
7,ed405b1f5e45d4995682b1ea76cdc5de105c78ae03c8c50322023191dc821020,miner,Advantage_system4.1,122702e8-81e5-41d9-b3cd-9ff24cd4e107,0bcd1fad83d7fcc1e3757b31d9bd995ba703bb6dbe653d82daed961419b63d35,5
8,fb2ff57afe48a973a32b845947e0bf227bbb0f848261e3e4cb209ccdc7f44fa5,miner,Advantage_system4.1,75599c85-48b9-4a39-a7c4-63b8a8080375,ed405b1f5e45d4995682b1ea76cdc5de105c78ae03c8c50322023191dc821020,6
9,ccc413c011d84620bb2a26457ab2ff273a887a902f352bc6605a1b3b879c6cd9,pass,Advantage_system4.1,7a475281-ec6f-4ce0-b52f-fd9cfa8b32ab,fb2ff57afe48a973a32b845947e0bf227bbb0f848261e3e4cb209ccdc7f44fa5,7
10,618b5314ce38a97a29ee8d4f9814eeb378f6bf78f78d109d4dfa2ff5954f2746,pass,Advantage_system4.1,5b1420ac-59e0-491f-af41-07c78e29c3fb,ccc413c011d84620bb2a26457ab2ff273a887a902f352bc6605a1b3b879c6cd9,8
11,a47daf1f48694739e1a13d6b9b144a375289cedbcd2764facd4671835248fd32,pass,Advantage_system4.1,13eb91a3-8bc2-4778-89d8-463a431d9bdb,618b5314ce38a97a29ee8d4f9814eeb378f6bf78f78d109d4dfa2ff5954f2746,9
