Block Number,Block Hash,Validation,Chip ID,Problem ID,Strongest Block Hash,Chain Length
1,4159855a4e93435123a7fa39ecc73179851819fadb9c6f44ff3d147f684951da,pass,Advantage_system4.1,ad64588b-7a6f-4c86-a971-df711d34df47,ab505000ff1f935a1e3c384eb60124615f37c6233f830442078afa93ae2edc32,1
2,009aaa25a61ed94dd0b5f19bca2596e0481b781fbdf8ea64ab5cbe1bf8b34253,miner,Advantage_system4.1,27ffd27c-a626-4b76-a259-6ad23812446b,4159855a4e93435123a7fa39ecc73179851819fadb9c6f44ff3d147f684951da,2
3,96dd45e12fc127735f056451fc6a5feb9d8cac200d460b1f6375cf3dc1826428,miner,Advantage_system4.1,98c53e61-a6d6-41f9-8ae8-01b17d71cd6f,009aaa25a61ed94dd0b5f19bca2596e0481b781fbdf8ea64ab5cbe1bf8b34253,3
4,c2ee913bc020e65fdad0adeff8970e8078175c2fe2c69ba714a2abf872c31a82,pass,Advantage_system4.1,292d847b-062b-4137-b92d-e8334c1187c3,96dd45e12fc127735f056451fc6a5feb9d8cac200d460b1f6375cf3dc1826428,4
5,6422f8eb304bfc2fc646cc3ce6ce55b52a732951197ce2d36ba5c4332d86befa,pass,Advantage_system4.1,30b4e292-4b36-4482-bdf8-369cf0f5d8dc,c2ee913bc020e65fdad0adeff8970e8078175c2fe2c69ba714a2abf872c31a82,5
6,14e37c921a2afd106cbcc2b6031fc10a4e657d055bdc5d8842f0572a14007022,pass,Advantage_system4.1,72324aa1-a89b-4c4d-a486-f8f352493ea6,6422f8eb304bfc2fc646cc3ce6ce55b52a732951197ce2d36ba5c4332d86befa,6
7,cafa728ab3eab2bd3827cb95718c6c5762bc23a92d978d9ec46ef650403b4512,pass,Advantage_system4.1,26ffd809-ac30-4871-9114-1fd5e1a7fe0f,6422f8eb304bfc2fc646cc3ce6ce55b52a732951197ce2d36ba5c4332d86befa,6
8,b774e2ac692404a57ca8bf1786ddbdbbc37d687793cba735a156dbf4714fc820,pass,Advantage_system4.1,0fb864b9-e2ff-4a75-b9ce-257fc93370ac,6422f8eb304bfc2fc646cc3ce6ce55b52a732951197ce2d36ba5c4332d86befa,6
9,d421bf60275ccf711dc74380c80577e1c19a818813c21f4821e4ac1f69c8595e,miner,Advantage_system4.1,b7ea60e1-5553-4801-ab3e-c4abd6375ab1,b774e2ac692404a57ca8bf1786ddbdbbc37d687793cba735a156dbf4714fc820,7
10,83e1f7057515080dc774a7709dddf01bd3bc8ffd08d0b923545e6a03f3cf6f88,pass,Advantage_system4.1,4a0d7409-65cb-484d-9a87-877aa8f30fb3,d421bf60275ccf711dc74380c80577e1c19a818813c21f4821e4ac1f69c8595e,8
