Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,19.93631649017334,1,2,1,0,64,6
1,19.725239992141724,1,3,2,0,64,6
2,15.508004426956177,1,4,3,0,64,6
3,16.25659680366516,1,5,4,0,64,6
4,17.876416206359863,2,6,5,0,64,6
5,15.916115045547485,2,7,6,0,64,6
6,14.936438083648682,1,8,7,0,64,6
7,15.150801181793213,2,9,8,0,64,6
8,15.13502025604248,2,9,8,0,64,6
9,15.352059364318848,1,10,9,0,64,6
