Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,13.801914691925049,1,2,1,0,64,5
1,13.610616683959961,1,3,2,0,64,5
2,13.6314377784729,1,4,3,0,64,5
3,13.791950702667236,1,5,4,0,64,5
4,13.099952697753906,1,6,5,0,64,5
5,13.00675082206726,2,7,6,0,64,5
6,13.66960859298706,3,8,7,0,64,5
7,14.503113508224487,2,9,8,0,64,5
