,Mining_Time,Validation_Time,Iter_Total_Time,Iter_Total_Time_Per_Miner,Trial_Total_Time,Trial_Total_Time_Per_Miner
0,2.4966495037078857,10.004821538925171,12.501471042633057,2.5002942085266113,12.501471042633057,2.5002942085266113
1,2.3102121353149414,10.49190354347229,12.802115678787231,2.5604231357574463,25.303586721420288,5.060717344284058
2,2.454235315322876,9.74515700340271,12.199392318725586,2.439878463745117,37.502979040145874,7.500595808029175
3,2.430392265319824,9.696112394332886,12.12650465965271,2.425300931930542,49.629483699798584,9.925896739959716
4,2.4946045875549316,10.064337015151978,12.55894160270691,2.511788320541382,62.18842530250549,12.4376850605011
5,2.4076051712036133,9.393796920776367,11.80140209197998,2.360280418395996,73.98982739448547,14.797965478897094
6,2.4061059951782227,9.519639253616333,11.925745248794556,2.385149049758911,85.91557264328003,17.183114528656006
7,2.292130708694458,9.55934739112854,11.851478099822998,2.3702956199645997,97.76705074310303,19.553410148620607
8,2.380680799484253,9.65245270729065,12.033133506774902,2.4066267013549805,109.80018424987793,21.960036849975587
9,2.4510035514831543,9.828876733779907,12.279880285263062,2.455976057052612,122.08006453514099,24.416012907028197
10,2.3503901958465576,9.67431926727295,12.024709463119507,2.4049418926239015,134.1047739982605,26.8209547996521
