Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,12.501471042633057,1,2,1,0,64,5
1,12.802115678787231,2,3,2,0,64,5
2,12.199392318725586,2,3,2,0,64,5
3,12.12650465965271,2,4,3,0,64,5
4,12.55894160270691,2,4,3,0,64,5
5,11.80140209197998,1,5,4,0,64,5
6,11.925745248794556,1,6,5,0,64,5
7,11.851478099822998,1,7,6,0,64,5
8,12.033133506774902,1,8,7,0,64,5
9,12.279880285263062,1,9,8,0,64,5
10,12.024709463119507,2,10,9,0,64,5
