Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,12.89373254776001,2,2,1,0,64,5
1,13.519342184066772,2,2,1,0,64,5
2,12.899375200271606,1,3,2,0,64,5
3,13.07064962387085,1,4,3,0,64,5
4,12.880415439605713,2,5,4,0,64,5
5,12.666818857192993,2,6,5,0,64,5
6,12.587193489074707,2,6,4,0,64,5
7,12.15676736831665,2,6,5,0,64,5
