Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,13.936157464981079,1,2,1,0,64,4
1,13.994264841079712,1,3,2,0,64,4
2,11.885326862335205,1,4,3,0,64,4
3,11.377376794815063,1,5,4,0,64,4
