,Mining_Time,Validation_Time,Iter_Total_Time,Iter_Total_Time_Per_Miner,Trial_Total_Time,Trial_Total_Time_Per_Miner
0,2.7260608673095703,13.64517331123352,16.37123417854309,2.7285390297571817,16.37123417854309,2.7285390297571817
1,2.5873944759368896,12.789061069488525,15.376455545425415,2.562742590904236,31.747689723968506,5.291281620661418
2,2.5458178520202637,13.334988355636597,15.88080620765686,2.6468010346094766,47.628495931625366,7.938082655270894
3,2.657573938369751,12.823796033859253,15.481369972229004,2.580228328704834,63.10986590385437,10.518310983975729
4,2.580151081085205,14.849084377288818,17.429235458374023,2.9048725763956704,80.5391013622284,13.423183560371399
5,2.5469563007354736,12.514707565307617,15.06166386604309,2.5102773110071817,95.60076522827148,15.93346087137858
6,2.53728985786438,12.99099087715149,15.52828073501587,2.5880467891693115,111.12904596328735,18.521507660547893
7,2.6285765171051025,17.817080974578857,20.44565749168396,3.4076095819473267,131.5747034549713,21.92911724249522
8,2.683915853500366,12.888669967651367,15.572585821151733,2.5954309701919556,147.14728927612305,24.524548212687176
9,2.6045475006103516,12.730932712554932,15.335480213165283,2.5559133688608804,162.48276948928833,27.080461581548054
10,4.452486991882324,12.573302984237671,17.025789976119995,2.837631662686666,179.50855946540833,29.918093244234722
11,3.097686767578125,15.346649885177612,18.444336652755737,3.074056108792623,197.95289611816406,32.992149353027344
12,2.5139715671539307,13.103374481201172,15.617346048355103,2.6028910080591836,213.57024216651917,35.595040361086525
