Block Number,Block Hash,Validation,Chip ID,Problem ID,Strongest Block Hash,Chain Length
1,c5f4910e2d52d5d901a448790b366494806a5135b6fbd2e71ed294380d40c3a9,miner,Advantage_system4.1,53901fae-5b7c-4c94-84a1-06d66d1fe07b,e2a12ec0f05dd9cfe997033ad85ac8028b2b30b88d6f99fd4bfa4b410ab2b734,1
2,220265f1f8c9eb4e1c708c1c9b5310cdbad4d6aaa94d3cb34c288a1a539b330a,pass,Advantage_system4.1,22b47744-5844-4c7f-a908-8668fa9d62d6,c5f4910e2d52d5d901a448790b366494806a5135b6fbd2e71ed294380d40c3a9,2
3,817a181a6a4bd466d6d3eece643075b67b51f71bdee21453c581955c7a4e74e5,pass,Advantage_system4.1,467b1d44-66f9-4a7e-a251-9ce394df68c6,220265f1f8c9eb4e1c708c1c9b5310cdbad4d6aaa94d3cb34c288a1a539b330a,3
4,5864355c2eb4a6649cbfcc26413624e23bef9c6c4be985c22b338bc79917a678,pass,Advantage_system4.1,8f27e409-bbcd-46b7-98bf-0ea3bd10e2e6,817a181a6a4bd466d6d3eece643075b67b51f71bdee21453c581955c7a4e74e5,4
5,05a59c67b4718d44a01ba41877493b0c00bb13ccc169b3675b17767ada96a07c,pass,Advantage_system4.1,62a65f17-b41d-40e0-9898-621072fac410,5864355c2eb4a6649cbfcc26413624e23bef9c6c4be985c22b338bc79917a678,5
6,b99568747824bd06d9c7a27091ccc60d620a9aee0472e85d9b88f35711a19a64,pass,Advantage_system4.1,08ad7f82-357c-426e-a2f4-def75d150073,05a59c67b4718d44a01ba41877493b0c00bb13ccc169b3675b17767ada96a07c,6
7,96953e29eb61aea22afd5362c29b23d8ce1c4f73821e9a2e32e39b40e2d61909,pass,Advantage_system4.1,bb7cfe95-6d5e-4d42-82df-ad2c413d6579,b99568747824bd06d9c7a27091ccc60d620a9aee0472e85d9b88f35711a19a64,7
8,c3fced619ff19d60326ddcd0064007e1ec93340c335be0bd44a9231eb859b2b2,pass,Advantage_system4.1,e52ed38c-b4ab-40e9-9f7e-de7d892b3f86,96953e29eb61aea22afd5362c29b23d8ce1c4f73821e9a2e32e39b40e2d61909,8
9,a13d864613877b022304538e9d8a50cf51914e8e48cb4dc8303981a4c3fe9e87,pass,Advantage_system4.1,bb68823f-145d-4fce-85d4-4f0adba9abc2,96953e29eb61aea22afd5362c29b23d8ce1c4f73821e9a2e32e39b40e2d61909,8
10,4c6092c3f97505320e4fe4d63296894200b58d1d46551ec76a244f2366fea289,pass,Advantage_system4.1,27115f1e-b22b-46b4-abb1-7ada8f9b108c,a13d864613877b022304538e9d8a50cf51914e8e48cb4dc8303981a4c3fe9e87,9
11,953ded58ac9586f9eb53065f5856d3a24ec064eee4a68b0c49c9ad349d7e54b3,pass,Advantage_system4.1,80e68246-dd21-4a2c-aab5-6905d6abdef3,4c6092c3f97505320e4fe4d63296894200b58d1d46551ec76a244f2366fea289,10
