Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,13.917531728744507,1,2,1,0,64,5
1,14.162519931793213,1,3,2,0,64,5
2,13.773652791976929,1,4,3,0,64,5
3,13.65564775466919,2,5,4,0,64,5
4,13.868422508239746,2,6,5,0,64,5
