Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,16.968422412872314,1,2,1,0,64,6
1,16.102839469909668,1,3,2,0,64,6
2,15.780083417892456,2,4,3,0,64,6
3,15.916910171508789,2,5,4,0,64,6
4,18.43214702606201,2,5,3,0,64,6
5,16.177961587905884,2,6,5,0,64,6
6,16.491807460784912,1,7,6,0,64,6
7,16.972086668014526,1,8,7,0,64,6
8,17.027824878692627,1,9,8,0,64,6
9,16.626457929611206,1,10,9,0,64,6
