Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,13.502591371536255,1,2,1,0,64,5
1,13.856902360916138,1,3,2,0,64,5
2,15.68984842300415,1,4,3,0,64,5
3,15.098567485809326,2,5,4,0,64,5
4,13.271739721298218,3,6,5,0,64,5
5,12.715777397155762,3,6,5,0,64,5
6,12.406316757202148,3,7,6,0,64,5
7,14.385313987731934,2,7,6,0,64,5
8,12.925909042358398,2,8,7,0,64,5
9,12.654882431030273,2,8,7,0,64,5
