Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,11.539554357528687,2,2,1,0,64,4
1,11.702712059020996,2,3,2,0,64,4
2,11.013448238372803,1,4,3,0,64,4
3,11.285691499710083,1,5,4,0,64,4
4,12.712881326675415,2,6,5,0,64,4
5,11.118874073028564,2,6,5,0,64,4
6,11.240279912948608,2,7,6,0,64,4
7,11.311821460723877,2,8,7,0,64,4
8,10.956617593765259,1,9,8,0,64,4
9,10.684035539627075,1,10,9,0,64,4
