,Mining_Time,Validation_Time,Iter_Total_Time,Iter_Total_Time_Per_Miner,Trial_Total_Time,Trial_Total_Time_Per_Miner
0,2.859973430633545,8.679580926895142,11.539554357528687,2.8848885893821716,11.539554357528687,2.8848885893821716
1,2.864295244216919,8.838416814804077,11.702712059020996,2.925678014755249,23.242266416549683,5.810566604137421
2,2.8070430755615234,8.20640516281128,11.013448238372803,2.7533620595932007,34.255714654922485,8.563928663730621
3,2.7870795726776123,8.49861192703247,11.285691499710083,2.8214228749275208,45.54140615463257,11.385351538658142
4,3.962353229522705,8.75052809715271,12.712881326675415,3.1782203316688538,58.25428748130798,14.563571870326996
5,2.718867778778076,8.400006294250488,11.118874073028564,2.779718518257141,69.37316155433655,17.343290388584137
6,2.491152048110962,8.749127864837646,11.240279912948608,2.810069978237152,80.61344146728516,20.15336036682129
7,3.0539021492004395,8.257919311523438,11.311821460723877,2.8279553651809692,91.92526292800903,22.98131573200226
8,2.7995214462280273,8.157096147537231,10.956617593765259,2.7391543984413147,102.88188052177429,25.720470130443573
9,2.6184051036834717,8.065630435943604,10.684035539627075,2.671008884906769,113.56591606140137,28.391479015350342
