Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,18.600544929504395,2,2,1,0,64,7
1,18.003148317337036,3,3,2,0,64,7
2,18.852625370025635,3,3,2,0,64,7
3,20.07990050315857,1,4,3,0,64,7
