,Mining_Time,Validation_Time,Iter_Total_Time,Iter_Total_Time_Per_Miner,Trial_Total_Time,Trial_Total_Time_Per_Miner
0,2.6837337017059326,6.852943420410156,9.536677122116089,3.1788923740386963,9.536677122116089,3.1788923740386963
