Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,13.171443462371826,1,2,1,0,64,5
1,13.403147220611572,2,3,2,0,64,5
2,13.019010066986084,2,4,3,0,64,5
3,13.114777088165283,2,5,4,0,64,5
4,12.55612301826477,2,6,5,0,64,5
5,13.240005493164062,3,7,6,0,64,5
6,12.574157476425171,3,8,7,0,64,5
