Block Number,Block Hash,Validation,Chip ID,Problem ID,Strongest Block Hash,Chain Length
1,732131de4cb0fea573ad894e36451d19084f320259a334608ec11e3fed413f7f,pass,Advantage_system4.1,37af1c89-c8a3-4686-91f5-cdb151def393,61927b45d96566a4466102b3c3b28df869f52e5be6ba748ab377c6c09df95bbc,1
2,789becf2b7f7f5cb9fbe3003f42760f6745823ddc7f3a6bfcdb9fe87e739cd56,pass,Advantage_system4.1,1f103081-d8ec-4e3d-8269-925cd4569db3,61927b45d96566a4466102b3c3b28df869f52e5be6ba748ab377c6c09df95bbc,1
3,4724a693b1343a742d721b30e500880b83d9a17c0555fdef48839f3e24aa875c,pass,Advantage_system4.1,62f992f7-ba23-4420-a643-9df7a24c92a6,61927b45d96566a4466102b3c3b28df869f52e5be6ba748ab377c6c09df95bbc,1
4,3698baa60c9f083b44468534c8b2a99c4405b4570bd1b3c513012e17b564cb35,miner,Advantage_system4.1,63a99eb2-5beb-4ec7-96ee-b18db6daa7b3,4724a693b1343a742d721b30e500880b83d9a17c0555fdef48839f3e24aa875c,4
5,4166410295919775479ba1e4ab4bc8314c58e1c0a8de41688967ffa678934b9e,pass,Advantage_system4.1,045d5f50-e52d-4309-8257-3c9e215601dd,3698baa60c9f083b44468534c8b2a99c4405b4570bd1b3c513012e17b564cb35,5
6,b36b3cb9583d740a2e789d38e89be7517527dc7ef6970313025a6f002e7a8f33,pass,Advantage_system4.1,bcba32b1-0876-489a-b3c8-2bd4096e5439,4166410295919775479ba1e4ab4bc8314c58e1c0a8de41688967ffa678934b9e,6
7,8903c0c6c39ebf0e0133b24df6f462ca5789a9e63763910c056d82c43ecd1432,miner,Advantage_system4.1,a4cf03ee-a809-491b-b6d8-d9a4221f38be,b36b3cb9583d740a2e789d38e89be7517527dc7ef6970313025a6f002e7a8f33,7
8,81d709c445c7304020ef364845408e9e9fcf454ea829301a36d72de08b5920db,pass,Advantage_system4.1,d45b096a-2952-4365-82c1-b5c8b651550f,8903c0c6c39ebf0e0133b24df6f462ca5789a9e63763910c056d82c43ecd1432,8
9,b740ca474aeaeb8aad17a7c4c5249f1d93a6ad68b8d242dd62395f12797d4b88,pass,Advantage_system4.1,e8ae03ec-a492-4b94-b540-9691aaa05e0f,81d709c445c7304020ef364845408e9e9fcf454ea829301a36d72de08b5920db,9
10,89e2ce78ababf332b03682316fb3da1b68ac3ca3cdb0de1c74f3c59fdad729c1,pass,Advantage_system4.1,31b2d238-de96-4a6b-b70a-6a4b4c4e7faa,b740ca474aeaeb8aad17a7c4c5249f1d93a6ad68b8d242dd62395f12797d4b88,10
11,424473a4263875aafb90a1e772f1e523496318712c04900d05291c356774a3cd,pass,Advantage_system4.1,2d5a2365-71d9-4f17-906e-9ca516392de4,89e2ce78ababf332b03682316fb3da1b68ac3ca3cdb0de1c74f3c59fdad729c1,11
12,68c8306ec7e1a34fa1f1db4a10d13777ea4737da143f75bf47ab26458cf60eac,miner,Advantage_system4.1,2b3ee542-07a7-45d4-a2fa-b9922aa68f1d,424473a4263875aafb90a1e772f1e523496318712c04900d05291c356774a3cd,12
13,7250aabdc73a49c8c9152c6bf7d3406d837afc51d381355caca38e38d0cd3b45,pass,Advantage_system4.1,7881cce8-68da-4431-aec5-ac615ea5a8ce,68c8306ec7e1a34fa1f1db4a10d13777ea4737da143f75bf47ab26458cf60eac,13
14,23ed1d0c52aaef535b5893d2c8090af69b2bfdb07ee7bd64a65266f054383881,pass,Advantage_system4.1,b52822bd-ea14-4b5f-b0d2-4d9afb06b249,7250aabdc73a49c8c9152c6bf7d3406d837afc51d381355caca38e38d0cd3b45,14
15,2fce8053f0b79f265ba4a00fdfbe6d4f2eefd0473688296c4bbfdb55bf6e6d1c,miner,Advantage_system4.1,b6d4b488-d485-40de-8197-65592292dd2b,7250aabdc73a49c8c9152c6bf7d3406d837afc51d381355caca38e38d0cd3b45,14
16,ae662c9ac742c4ae168f12d8a51c9566b25d3458f0d3c91739344beedd740785,miner,Advantage_system4.1,1ee6b875-c8f7-42e9-84ab-a5738c4209da,2fce8053f0b79f265ba4a00fdfbe6d4f2eefd0473688296c4bbfdb55bf6e6d1c,15
