Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,14.921347379684448,2,2,1,0,64,5
1,13.44667673110962,2,3,2,0,64,5
2,12.17736291885376,1,4,3,0,64,5
3,13.77135682106018,1,5,4,0,64,5
4,13.885300636291504,1,6,5,0,64,5
5,13.861504793167114,1,7,6,0,64,5
6,13.859263896942139,1,8,7,0,64,5
7,16.91546058654785,1,9,8,0,64,5
