Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,7.338423252105713,2,2,1,0,64,3
1,7.1505446434021,2,3,2,0,64,3
2,7.033662796020508,1,4,3,0,64,3
3,7.124559640884399,2,5,4,0,64,3
4,7.339465379714966,2,6,5,0,64,3
