Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,17.51133418083191,1,2,1,0,64,5
1,17.456655025482178,1,3,2,0,64,5
2,17.13430380821228,1,4,3,0,64,5
3,18.607072591781616,2,5,4,0,64,5
4,19.204749584197998,2,5,4,0,64,5
5,18.600494384765625,2,6,5,0,64,5
6,17.110233545303345,2,6,5,0,64,5
7,20.328704118728638,3,7,6,0,64,5
8,17.11417269706726,3,8,7,0,64,5
