Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,14.690441131591797,1,2,1,0,64,5
1,14.699954986572266,1,3,2,0,64,5
2,14.314106702804565,1,4,3,0,64,5
3,14.525715351104736,2,5,4,0,64,5
4,14.317671298980713,2,5,4,0,64,5
