Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,13.413507223129272,1,2,1,0,64,5
1,13.771222829818726,1,3,2,0,64,5
2,13.750378608703613,2,4,3,0,64,5
3,12.725082159042358,2,5,4,0,64,5
4,12.651833534240723,1,6,5,0,64,5
