Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,14.105159282684326,2,2,1,0,64,5
1,15.016279220581055,2,3,2,0,64,5
2,13.760170459747314,1,4,3,0,64,5
3,14.312147855758667,1,5,4,0,64,5
4,15.939865827560425,1,6,5,0,64,5
5,14.326265335083008,1,7,6,0,64,5
6,13.585842847824097,1,8,7,0,64,5
