Block Number,Block Hash,Validation,Chip ID,Problem ID,Strongest Block Hash,Chain Length
1,732131de4cb0fea573ad894e36451d19084f320259a334608ec11e3fed413f7f,miner,Advantage_system4.1,7c810742-6d58-4760-a0e5-a7954510f403,61927b45d96566a4466102b3c3b28df869f52e5be6ba748ab377c6c09df95bbc,1
2,789becf2b7f7f5cb9fbe3003f42760f6745823ddc7f3a6bfcdb9fe87e739cd56,miner,Advantage_system4.1,f29e8e1e-9d80-4330-a4cf-7b657befed7d,732131de4cb0fea573ad894e36451d19084f320259a334608ec11e3fed413f7f,2
3,4724a693b1343a742d721b30e500880b83d9a17c0555fdef48839f3e24aa875c,pass,Advantage_system4.1,eaed95b4-89c3-4c7e-b293-326988e8f987,789becf2b7f7f5cb9fbe3003f42760f6745823ddc7f3a6bfcdb9fe87e739cd56,3
4,3698baa60c9f083b44468534c8b2a99c4405b4570bd1b3c513012e17b564cb35,pass,Advantage_system4.1,61c511b9-09c4-45b5-ac5a-baa3896c7445,4724a693b1343a742d721b30e500880b83d9a17c0555fdef48839f3e24aa875c,4
5,4166410295919775479ba1e4ab4bc8314c58e1c0a8de41688967ffa678934b9e,pass,Advantage_system4.1,f395dae4-2ac5-4342-bc42-7d10638ab8b0,3698baa60c9f083b44468534c8b2a99c4405b4570bd1b3c513012e17b564cb35,5
6,b36b3cb9583d740a2e789d38e89be7517527dc7ef6970313025a6f002e7a8f33,pass,Advantage_system4.1,4d701e2b-cbbe-430d-b879-c078895bc00c,4166410295919775479ba1e4ab4bc8314c58e1c0a8de41688967ffa678934b9e,6
7,8903c0c6c39ebf0e0133b24df6f462ca5789a9e63763910c056d82c43ecd1432,pass,Advantage_system4.1,601cf350-72fa-4547-83f0-ff00efd5f2cc,b36b3cb9583d740a2e789d38e89be7517527dc7ef6970313025a6f002e7a8f33,7
8,81d709c445c7304020ef364845408e9e9fcf454ea829301a36d72de08b5920db,miner,Advantage_system4.1,f8c647e9-b645-410c-8b94-993bcf00b5a7,8903c0c6c39ebf0e0133b24df6f462ca5789a9e63763910c056d82c43ecd1432,8
9,b740ca474aeaeb8aad17a7c4c5249f1d93a6ad68b8d242dd62395f12797d4b88,pass,Advantage_system4.1,54527065-23e9-43e8-9290-2e1b30cd875b,81d709c445c7304020ef364845408e9e9fcf454ea829301a36d72de08b5920db,9
10,89e2ce78ababf332b03682316fb3da1b68ac3ca3cdb0de1c74f3c59fdad729c1,pass,Advantage_system4.1,8835bf9e-4a46-4577-9df5-4e68c080474d,b740ca474aeaeb8aad17a7c4c5249f1d93a6ad68b8d242dd62395f12797d4b88,10
11,424473a4263875aafb90a1e772f1e523496318712c04900d05291c356774a3cd,pass,Advantage_system4.1,4fac9f37-7ff8-437e-b750-a19ae8ee42a9,89e2ce78ababf332b03682316fb3da1b68ac3ca3cdb0de1c74f3c59fdad729c1,11
12,68c8306ec7e1a34fa1f1db4a10d13777ea4737da143f75bf47ab26458cf60eac,pass,Advantage_system4.1,c9a77f3b-c555-47de-80af-228cbfd852c8,424473a4263875aafb90a1e772f1e523496318712c04900d05291c356774a3cd,12
13,7250aabdc73a49c8c9152c6bf7d3406d837afc51d381355caca38e38d0cd3b45,pass,Advantage_system4.1,c55f2b52-fda6-43d6-8244-fe9e915c6aa4,68c8306ec7e1a34fa1f1db4a10d13777ea4737da143f75bf47ab26458cf60eac,13
14,23ed1d0c52aaef535b5893d2c8090af69b2bfdb07ee7bd64a65266f054383881,pass,Advantage_system4.1,8c50abf6-fd4d-40ac-a1e2-35f3a5233cc0,7250aabdc73a49c8c9152c6bf7d3406d837afc51d381355caca38e38d0cd3b45,14
15,2fce8053f0b79f265ba4a00fdfbe6d4f2eefd0473688296c4bbfdb55bf6e6d1c,pass,Advantage_system4.1,21b627f9-e48c-440d-84ae-1d13b50d5da2,7250aabdc73a49c8c9152c6bf7d3406d837afc51d381355caca38e38d0cd3b45,14
16,ae662c9ac742c4ae168f12d8a51c9566b25d3458f0d3c91739344beedd740785,pass,Advantage_system4.1,abeb4428-0f4a-44c1-ab11-972e22dd8744,2fce8053f0b79f265ba4a00fdfbe6d4f2eefd0473688296c4bbfdb55bf6e6d1c,15
