,Mining_Time,Validation_Time,Iter_Total_Time,Iter_Total_Time_Per_Miner,Trial_Total_Time,Trial_Total_Time_Per_Miner
0,2.6678433418273926,10.629933595657349,13.297776937484741,2.6595553874969484,13.297776937484741,2.6595553874969484
1,2.899423599243164,11.24572491645813,14.145148515701294,2.8290297031402587,27.442925453186035,5.488585090637207
2,2.8342840671539307,10.220094203948975,13.054378271102905,2.610875654220581,40.49730372428894,8.099460744857788
3,2.5917036533355713,10.102134943008423,12.693838596343994,2.5387677192687987,53.191142320632935,10.638228464126588
4,2.6082379817962646,10.144195079803467,12.752433061599731,2.550486612319946,65.94357538223267,13.188715076446533
5,2.339578628540039,10.443305492401123,12.782884120941162,2.5565768241882325,78.72645950317383,15.745291900634765
6,2.4741296768188477,10.39066767692566,12.864797353744507,2.572959470748901,91.59125685691833,18.318251371383667
7,2.700489044189453,12.499559879302979,15.200048923492432,3.040009784698486,106.79130578041077,21.358261156082154
8,2.5302863121032715,13.372231006622314,15.902517318725586,3.1805034637451173,122.69382309913635,24.53876461982727
9,2.57735276222229,10.430468320846558,13.007821083068848,2.6015642166137694,135.7016441822052,27.14032883644104
10,2.590491533279419,10.146879434585571,12.73737096786499,2.547474193572998,148.4390151500702,29.687803030014038
11,2.5591964721679688,10.506103992462158,13.065300464630127,2.6130600929260255,161.50431561470032,32.300863122940065
