Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,11.586509466171265,1,2,1,0,64,4
1,11.804834365844727,2,3,2,0,64,4
2,11.647611856460571,2,3,2,0,64,4
3,11.330408811569214,3,4,3,0,64,4
4,12.149226903915405,3,4,3,0,64,4
5,10.687243938446045,3,5,4,0,64,4
6,10.354298114776611,3,5,4,0,64,4
