Iteration,Time,# of Active Paths,Longest Path Length,Miner Path Length,Leading Zeros,Additional Validation,Number of Miners
0,15.853773355484009,1,2,1,0,64,6
1,15.703718185424805,1,3,2,0,64,6
2,15.085809707641602,1,4,3,0,64,6
3,15.333925247192383,1,5,4,0,64,6
4,17.076225996017456,1,6,5,0,64,6
5,15.161170721054077,2,7,6,0,64,6
6,14.910266637802124,3,7,6,0,64,6
7,15.172834873199463,3,7,6,0,64,6
8,14.82919979095459,2,8,7,0,64,6
9,15.055519819259644,2,8,7,0,64,6
